insee,name,department_code,department_name,inhabitants,assigned_hospital_insee
1001,"L'Abergement-Clémenciat",1,"Ain",832,1136
1002,"L'Abergement-de-Varey",1,"Ain",267,1384
1004,"Ambérieu-en-Bugey",1,"Ain",14854,1384
1005,"Ambérieux-en-Dombes",1,"Ain",1897,1105
1006,"Ambléon",1,"Ain",113,-1
1007,"Ambronay",1,"Ain",2833,1151
1008,"Ambutrix",1,"Ain",768,1450
1009,"Andert-et-Condon",1,"Ain",322,1234
1010,"Anglefort",1,"Ain",1125,1453
1011,"Apremont",1,"Ain",383,1031
1012,"Aranc",1,"Ain",327,1206
1013,"Arandas",1,"Ain",141,1384
1014,"Arbent",1,"Ain",3409,1031
1015,"Arboys en Bugey",1,"Ain",667,73299
1016,"Arbigny",1,"Ain",459,71359
1017,"Argis",1,"Ain",432,1384
1019,"Armix",1,"Ain",26,-1
1021,"Ars-sur-Formans",1,"Ain",1498,1105
1022,"Artemare",1,"Ain",1177,1453
1023,"Asnières-sur-Saône",1,"Ain",77,1439
1024,"Attignat",1,"Ain",3336,1140
1025,"Bâgé-Dommartin",1,"Ain",4065,1439
1026,"Bâgé-le-Châtel",1,"Ain",979,1439
1027,"Balan",1,"Ain",2692,69280
1028,"Baneins",1,"Ain",621,1183
1029,"Beaupont",1,"Ain",700,1139
1030,"Beauregard",1,"Ain",830,69009
1031,"Bellignat",1,"Ain",3636,1031
1032,"Béligneux",1,"Ain",3434,69280
1033,"Valserhône",1,"Ain",16295,1257
1034,"Belley",1,"Ain",9239,1234
1035,"Belleydoux",1,"Ain",306,1257
1036,"Valromey-sur-Séran",1,"Ain",1342,1453
1037,"Bénonces",1,"Ain",310,38247
1038,"Bény",1,"Ain",764,1432
1040,"Béréziat",1,"Ain",480,1364
1041,"Bettant",1,"Ain",749,1384
1042,"Bey",1,"Ain",290,1136
1043,"Beynost",1,"Ain",4877,1275
1044,"Billiat",1,"Ain",626,74055
1045,"Birieux",1,"Ain",284,1045
1046,"Biziat",1,"Ain",904,1136
1047,"Blyes",1,"Ain",1292,1224
1049,"La Boisse",1,"Ain",3361,69280
1050,"Boissey",1,"Ain",386,1364
1051,"Bolozon",1,"Ain",95,1410
1052,"Bouligneux",1,"Ain",327,1085
1053,"Bourg-en-Bresse",1,"Ain",41525,1072
1054,"Bourg-Saint-Christophe",1,"Ain",1517,1450
1056,"Boyeux-Saint-Jérôme",1,"Ain",356,1206
1057,"Boz",1,"Ain",510,1439
1058,"Brégnier-Cordon",1,"Ain",818,73299
1060,"Brénod",1,"Ain",518,1206
1061,"Brens",1,"Ain",1129,73299
1062,"Bressolles",1,"Ain",978,69280
1063,"Brion",1,"Ain",576,1410
1064,"Briord",1,"Ain",1099,38247
1065,"Buellas",1,"Ain",1851,1140
1066,"La Burbanche",1,"Ain",95,-1
1067,"Ceignes",1,"Ain",261,1206
1068,"Cerdon",1,"Ain",761,1206
1069,"Certines",1,"Ain",1505,1072
1071,"Cessy",1,"Ain",5307,1143
1072,"Ceyzériat",1,"Ain",3285,1072
1073,"Ceyzérieu",1,"Ain",992,1234
1074,"Chalamont",1,"Ain",2559,1450
1075,"Chaleins",1,"Ain",1430,1183
1076,"Chaley",1,"Ain",124,1384
1077,"Challes-la-Montagne",1,"Ain",189,1206
1078,"Challex",1,"Ain",1619,1078
1079,"Champagne-en-Valromey",1,"Ain",826,1453
1080,"Champdor-Corcelles",1,"Ain",645,1206
1081,"Champfromier",1,"Ain",718,1257
1082,"Chanay",1,"Ain",616,74055
1083,"Chaneins",1,"Ain",1003,1183
1084,"Chanoz-Châtenay",1,"Ain",931,1113
1085,"La Chapelle-du-Châtelard",1,"Ain",394,1085
1087,"Charix",1,"Ain",279,1031
1088,"Charnoz-sur-Ain",1,"Ain",898,1450
1089,"Château-Gaillard",1,"Ain",2287,1450
1090,"Châtenay",1,"Ain",360,1151
1092,"Châtillon-la-Palud",1,"Ain",1649,1450
1093,"Châtillon-sur-Chalaronne",1,"Ain",5059,1085
1094,"Chavannes-sur-Reyssouze",1,"Ain",767,1364
1095,"Nivigne et Suran",1,"Ain",832,1410
1096,"Chaveyriat",1,"Ain",1036,1113
1098,"Chazey-Bons",1,"Ain",1188,1234
1099,"Chazey-sur-Ain",1,"Ain",1600,1450
1100,"Cheignieu-la-Balme",1,"Ain",131,1234
1101,"Chevillard",1,"Ain",150,1206
1102,"Chevroux",1,"Ain",973,1364
1103,"Chevry",1,"Ain",2261,1354
1104,"Chézery-Forens",1,"Ain",445,1257
1105,"Civrieux",1,"Ain",1916,1105
1106,"Cize",1,"Ain",176,1410
1107,"Cleyzieu",1,"Ain",140,1384
1108,"Coligny",1,"Ain",1227,1432
1109,"Collonges",1,"Ain",2249,1078
1110,"Colomieu",1,"Ain",163,1234
1111,"Conand",1,"Ain",135,1384
1112,"Condamine",1,"Ain",473,1206
1113,"Condeissiat",1,"Ain",815,1113
1114,"Confort",1,"Ain",685,1257
1115,"Confrançon",1,"Ain",1348,1140
1116,"Contrevoz",1,"Ain",493,1234
1117,"Conzieu",1,"Ain",149,-1
1118,"Corbonod",1,"Ain",1296,74055
1121,"Corlier",1,"Ain",117,1206
1123,"Cormoranche-sur-Saône",1,"Ain",1162,1136
1124,"Cormoz",1,"Ain",703,1139
1125,"Corveissiat",1,"Ain",596,1410
1127,"Courmangoux",1,"Ain",504,1432
1128,"Courtes",1,"Ain",297,1139
1129,"Crans",1,"Ain",306,1450
1130,"Bresse Vallons",1,"Ain",2380,1140
1133,"Cressin-Rochefort",1,"Ain",389,1234
1134,"Crottet",1,"Ain",1818,1136
1135,"Crozet",1,"Ain",2288,1354
1136,"Cruzilles-lès-Mépillat",1,"Ain",943,1136
1138,"Culoz-Béon",1,"Ain",3426,1453
1139,"Curciat-Dongalon",1,"Ain",451,1139
1140,"Curtafond",1,"Ain",784,1140
1141,"Cuzieu",1,"Ain",433,1234
1142,"Dagneux",1,"Ain",4753,69280
1143,"Divonne-les-Bains",1,"Ain",10137,1143
1145,"Dompierre-sur-Veyle",1,"Ain",1207,1151
1146,"Dompierre-sur-Chalaronne",1,"Ain",437,1136
1147,"Domsure",1,"Ain",526,1432
1148,"Dortan",1,"Ain",1953,1031
1149,"Douvres",1,"Ain",1094,1384
1150,"Drom",1,"Ain",215,1072
1151,"Druillat",1,"Ain",1139,1151
1152,"Échallon",1,"Ain",765,1257
1153,"Échenevex",1,"Ain",2127,1354
1155,"Évosges",1,"Ain",142,1384
1156,"Faramans",1,"Ain",877,1045
1157,"Fareins",1,"Ain",2431,1183
1158,"Farges",1,"Ain",1058,1078
1159,"Feillens",1,"Ain",3381,1439
1160,"Ferney-Voltaire",1,"Ain",10920,1354
1162,"Flaxieu",1,"Ain",64,1234
1163,"Foissiat",1,"Ain",2014,1364
1165,"Francheleins",1,"Ain",1585,1183
1166,"Frans",1,"Ain",2482,69009
1167,"Garnerans",1,"Ain",658,1136
1169,"Genouilleux",1,"Ain",650,1183
1170,"Béard-Géovreissiat",1,"Ain",1048,1410
1171,"Géovreisset",1,"Ain",835,1031
1173,"Gex",1,"Ain",13078,1143
1174,"Giron",1,"Ain",176,1257
1175,"Gorrevod",1,"Ain",786,1364
1177,"Grand-Corent",1,"Ain",184,1410
1179,"Grièges",1,"Ain",1901,1136
1180,"Grilly",1,"Ain",864,1143
1181,"Groissiat",1,"Ain",1230,1031
1183,"Guéreins",1,"Ain",1495,1183
1184,"Hautecourt-Romanèche",1,"Ain",758,1072
1185,"Plateau d'Hauteville",1,"Ain",4807,1206
1187,"Haut Valromey",1,"Ain",609,74055
1188,"Illiat",1,"Ain",689,1136
1189,"Injoux-Génissiat",1,"Ain",1123,74055
1190,"Innimond",1,"Ain",89,-1
1191,"Izenave",1,"Ain",155,1206
1192,"Izernore",1,"Ain",2267,1410
1193,"Izieu",1,"Ain",222,73299
1194,"Jassans-Riottier",1,"Ain",6355,69009
1195,"Jasseron",1,"Ain",1861,1072
1196,"Jayat",1,"Ain",1259,1364
1197,"Journans",1,"Ain",380,1072
1198,"Joyeux",1,"Ain",262,1045
1199,"Jujurieux",1,"Ain",2124,1151
1200,"Labalme",1,"Ain",210,1206
1202,"Lagnieu",1,"Ain",7268,1450
1203,"Laiz",1,"Ain",1299,1136
1204,"Le Poizat-Lalleyriat",1,"Ain",746,1257
1206,"Lantenay",1,"Ain",270,1206
1207,"Lapeyrouse",1,"Ain",326,1045
1208,"Lavours",1,"Ain",136,1234
1209,"Léaz",1,"Ain",817,1257
1210,"Lélex",1,"Ain",230,1354
1211,"Lent",1,"Ain",1408,1151
1212,"Lescheroux",1,"Ain",714,1364
1213,"Leyment",1,"Ain",1392,1450
1214,"Leyssard",1,"Ain",163,1410
1215,"Surjoux-Lhopital",1,"Ain",141,74055
1216,"Lhuis",1,"Ain",892,-1
1219,"Lompnas",1,"Ain",163,38247
1224,"Loyettes",1,"Ain",3381,1224
1225,"Lurcy",1,"Ain",393,1183
1227,"Magnieu",1,"Ain",655,1234
1228,"Maillat",1,"Ain",679,1206
1229,"Malafretaz",1,"Ain",1214,1140
1230,"Mantenay-Montlin",1,"Ain",308,1364
1231,"Manziat",1,"Ain",1955,1439
1232,"Marboz",1,"Ain",2268,1432
1233,"Marchamp",1,"Ain",132,-1
1234,"Marignieu",1,"Ain",167,1234
1235,"Marlieux",1,"Ain",1182,1085
1236,"Marsonnas",1,"Ain",1030,1364
1237,"Martignat",1,"Ain",1671,1031
1238,"Massieux",1,"Ain",2721,1105
1239,"Massignieu-de-Rives",1,"Ain",642,1234
1240,"Matafelon-Granges",1,"Ain",629,1410
1241,"Meillonnas",1,"Ain",1383,1072
1242,"Mérignat",1,"Ain",136,1206
1243,"Messimy-sur-Saône",1,"Ain",1288,1183
1244,"Meximieux",1,"Ain",8085,1450
1245,"Bohas-Meyriat-Rignat",1,"Ain",965,1072
1246,"Mézériat",1,"Ain",2192,1140
1247,"Mijoux",1,"Ain",297,1143
1248,"Mionnay",1,"Ain",2227,1105
1249,"Miribel",1,"Ain",10225,1275
1250,"Misérieux",1,"Ain",1994,1105
1252,"Mogneneins",1,"Ain",803,1183
1254,"Montagnat",1,"Ain",2145,1072
1255,"Montagnieu",1,"Ain",666,38247
1257,"Montanges",1,"Ain",350,1257
1258,"Montceaux",1,"Ain",1198,1183
1259,"Montcet",1,"Ain",704,1140
1260,"Le Montellier",1,"Ain",319,1045
1261,"Monthieux",1,"Ain",682,1105
1262,"Montluel",1,"Ain",6838,1045
1263,"Montmerle-sur-Saône",1,"Ain",3792,1183
1264,"Montracol",1,"Ain",1008,1113
1265,"Montréal-la-Cluse",1,"Ain",3541,1031
1266,"Montrevel-en-Bresse",1,"Ain",2578,1140
1267,"Nurieux-Volognat",1,"Ain",990,1410
1268,"Murs-et-Gélignieux",1,"Ain",240,73299
1269,"Nantua",1,"Ain",3449,1031
1272,"Neuville-les-Dames",1,"Ain",1515,1113
1273,"Neuville-sur-Ain",1,"Ain",1799,1151
1274,"Les Neyrolles",1,"Ain",632,-1
1275,"Neyron",1,"Ain",2538,1275
1276,"Niévroz",1,"Ain",1634,69280
1277,"Nivollet-Montgriffon",1,"Ain",115,1384
1279,"Oncieu",1,"Ain",73,1384
1280,"Ordonnaz",1,"Ain",141,-1
1281,"Ornex",1,"Ain",4690,1354
1282,"Outriaz",1,"Ain",255,1206
1283,"Oyonnax",1,"Ain",22277,1031
1284,"Ozan",1,"Ain",725,1439
1285,"Parcieux",1,"Ain",1319,1105
1286,"Parves et Nattages",1,"Ain",955,1234
1288,"Péron",1,"Ain",2838,1078
1289,"Péronnas",1,"Ain",6448,1072
1290,"Pérouges",1,"Ain",1346,1450
1291,"Perrex",1,"Ain",852,1136
1293,"Peyriat",1,"Ain",148,1410
1294,"Peyrieu",1,"Ain",908,73299
1295,"Peyzieux-sur-Saône",1,"Ain",666,1183
1296,"Pirajoux",1,"Ain",407,1432
1297,"Pizay",1,"Ain",914,1045
1298,"Plagne",1,"Ain",161,1257
1299,"Le Plantay",1,"Ain",579,1085
1301,"Polliat",1,"Ain",2648,1140
1302,"Pollieu",1,"Ain",168,1234
1303,"Poncin",1,"Ain",1729,1151
1304,"Pont-d'Ain",1,"Ain",2871,1151
1305,"Pont-de-Vaux",1,"Ain",2189,71066
1306,"Pont-de-Veyle",1,"Ain",1629,1136
1307,"Port",1,"Ain",843,1410
1308,"Pougny",1,"Ain",796,1078
1309,"Pouillat",1,"Ain",81,1432
1310,"Prémeyzel",1,"Ain",247,73299
1311,"Prémillieu",1,"Ain",44,-1
1313,"Prévessin-Moëns",1,"Ain",9063,1354
1314,"Priay",1,"Ain",1764,1151
1317,"Ramasse",1,"Ain",331,1072
1318,"Rancé",1,"Ain",741,1105
1319,"Relevant",1,"Ain",467,1085
1320,"Replonges",1,"Ain",3899,1439
1321,"Revonnas",1,"Ain",896,1072
1322,"Reyrieux",1,"Ain",5098,1105
1323,"Reyssouze",1,"Ain",1010,71066
1325,"Rignieux-le-Franc",1,"Ain",1098,1450
1328,"Romans",1,"Ain",617,1085
1329,"Rossillon",1,"Ain",160,1234
1330,"Ruffieu",1,"Ain",177,-1
1331,"Saint-Alban",1,"Ain",192,1206
1332,"Saint-André-de-Bâgé",1,"Ain",809,1439
1333,"Saint-André-de-Corcy",1,"Ain",3368,1105
1334,"Saint-André-d'Huiriat",1,"Ain",675,1136
1335,"Saint-André-le-Bouchoux",1,"Ain",418,1113
1336,"Saint-André-sur-Vieux-Jonc",1,"Ain",1211,1113
1337,"Saint-Bénigne",1,"Ain",1343,71066
1338,"Groslée-Saint-Benoit",1,"Ain",1238,-1
1339,"Saint-Bernard",1,"Ain",1497,69009
1342,"Sainte-Croix",1,"Ain",547,1045
1343,"Saint-Cyr-sur-Menthon",1,"Ain",1844,1136
1344,"Saint-Denis-lès-Bourg",1,"Ain",6063,1140
1345,"Saint-Denis-en-Bugey",1,"Ain",2240,1450
1346,"Saint-Didier-d'Aussiat",1,"Ain",850,1140
1347,"Saint-Didier-de-Formans",1,"Ain",2141,69009
1348,"Saint-Didier-sur-Chalaronne",1,"Ain",3052,1136
1349,"Saint-Éloi",1,"Ain",524,1450
1350,"Saint-Étienne-du-Bois",1,"Ain",2553,1432
1351,"Saint-Étienne-sur-Chalaronne",1,"Ain",1613,1183
1352,"Saint-Étienne-sur-Reyssouze",1,"Ain",581,1364
1353,"Sainte-Euphémie",1,"Ain",1730,69009
1354,"Saint-Genis-Pouilly",1,"Ain",14558,1354
1355,"Saint-Genis-sur-Menthon",1,"Ain",486,1140
1356,"Saint-Georges-sur-Renon",1,"Ain",199,1085
1357,"Saint-Germain-de-Joux",1,"Ain",505,1257
1358,"Saint-Germain-les-Paroisses",1,"Ain",425,1234
1359,"Saint-Germain-sur-Renon",1,"Ain",257,1085
1360,"Saint-Jean-de-Gonville",1,"Ain",1988,1078
1361,"Saint-Jean-de-Niost",1,"Ain",1826,1224
1362,"Saint-Jean-de-Thurigneux",1,"Ain",829,1105
1363,"Saint-Jean-le-Vieux",1,"Ain",1786,1151
1364,"Saint-Jean-sur-Reyssouze",1,"Ain",767,1364
1365,"Saint-Jean-sur-Veyle",1,"Ain",1159,1136
1366,"Sainte-Julie",1,"Ain",1090,1450
1367,"Saint-Julien-sur-Reyssouze",1,"Ain",707,1364
1368,"Saint-Julien-sur-Veyle",1,"Ain",848,1136
1369,"Saint-Just",1,"Ain",954,1072
1370,"Saint-Laurent-sur-Saône",1,"Ain",1659,1439
1371,"Saint-Marcel",1,"Ain",1261,1045
1372,"Saint-Martin-de-Bavel",1,"Ain",436,1234
1373,"Saint-Martin-du-Frêne",1,"Ain",1033,1206
1374,"Saint-Martin-du-Mont",1,"Ain",1899,1151
1375,"Saint-Martin-le-Châtel",1,"Ain",781,1140
1376,"Saint-Maurice-de-Beynost",1,"Ain",4155,1275
1378,"Saint-Maurice-de-Gourdans",1,"Ain",2748,1224
1379,"Saint-Maurice-de-Rémens",1,"Ain",756,1450
1380,"Saint-Nizier-le-Bouchoux",1,"Ain",598,1139
1381,"Saint-Nizier-le-Désert",1,"Ain",922,1085
1382,"Sainte-Olive",1,"Ain",331,1085
1383,"Saint-Paul-de-Varax",1,"Ain",1641,1113
1384,"Saint-Rambert-en-Bugey",1,"Ain",2173,1384
1385,"Saint-Rémy",1,"Ain",943,1113
1386,"Saint-Sorlin-en-Bugey",1,"Ain",1125,38247
1387,"Saint-Sulpice",1,"Ain",260,1140
1388,"Saint-Trivier-de-Courtes",1,"Ain",1119,1364
1389,"Saint-Trivier-sur-Moignans",1,"Ain",1857,1085
1390,"Saint-Vulbas",1,"Ain",1234,1224
1391,"Salavre",1,"Ain",284,1432
1392,"Samognat",1,"Ain",660,1031
1393,"Sandrans",1,"Ain",567,1085
1396,"Sault-Brénaz",1,"Ain",997,38247
1397,"Sauverny",1,"Ain",992,1143
1398,"Savigneux",1,"Ain",1449,1105
1399,"Ségny",1,"Ain",2412,1354
1400,"Seillonnaz",1,"Ain",137,38247
1401,"Sergy",1,"Ain",2218,1354
1402,"Sermoyer",1,"Ain",648,71359
1403,"Serrières-de-Briord",1,"Ain",1312,38247
1404,"Serrières-sur-Ain",1,"Ain",134,1410
1405,"Servas",1,"Ain",1270,1113
1406,"Servignat",1,"Ain",175,1364
1407,"Seyssel",1,"Ain",1001,74055
1408,"Simandre-sur-Suran",1,"Ain",656,1410
1410,"Sonthonnax-la-Montagne",1,"Ain",292,1410
1411,"Souclin",1,"Ain",267,38247
1412,"Sulignat",1,"Ain",608,1136
1415,"Talissieu",1,"Ain",519,1453
1416,"Tenay",1,"Ain",1013,1384
1418,"Thil",1,"Ain",1156,69280
1419,"Thoiry",1,"Ain",6136,1354
1420,"Thoissey",1,"Ain",1655,1183
1421,"Torcieu",1,"Ain",744,1384
1422,"Tossiat",1,"Ain",1352,1072
1423,"Toussieux",1,"Ain",1198,1105
1424,"Tramoyes",1,"Ain",1843,1275
1425,"La Tranclière",1,"Ain",286,1151
1426,"Val-Revermont",1,"Ain",2500,1432
1427,"Trévoux",1,"Ain",6947,69009
1428,"Valeins",1,"Ain",131,1183
1429,"Vandeins",1,"Ain",717,1140
1430,"Varambon",1,"Ain",654,1151
1431,"Vaux-en-Bugey",1,"Ain",1234,1384
1432,"Verjon",1,"Ain",339,1432
1433,"Vernoux",1,"Ain",301,1139
1434,"Versailleux",1,"Ain",494,1045
1435,"Versonnex",1,"Ain",2137,1354
1436,"Vesancy",1,"Ain",502,1143
1437,"Vescours",1,"Ain",219,1364
1439,"Vésines",1,"Ain",98,1439
1441,"Vieu-d'Izenave",1,"Ain",735,1206
1443,"Villars-les-Dombes",1,"Ain",4954,1045
1444,"Villebois",1,"Ain",1197,38247
1445,"Villemotier",1,"Ain",617,1432
1446,"Villeneuve",1,"Ain",1569,1183
1447,"Villereversure",1,"Ain",1353,1072
1448,"Villes",1,"Ain",400,1257
1449,"Villette-sur-Ain",1,"Ain",762,1151
1450,"Villieu-Loyes-Mollon",1,"Ain",3793,1450
1451,"Viriat",1,"Ain",6808,1140
1452,"Virieu-le-Grand",1,"Ain",1118,1234
1453,"Arvière-en-Valromey",1,"Ain",713,1453
1454,"Virignin",1,"Ain",1127,73299
1456,"Vongnes",1,"Ain",71,1234
1457,"Vonnas",1,"Ain",3216,1136
2001,"Abbécourt",2,"Aisne",507,2001
2002,"Achery",2,"Aisne",594,2716
2003,"Acy",2,"Aisne",1016,2120
2004,"Agnicourt-et-Séchelles",2,"Aisne",186,2136
2005,"Aguilcourt",2,"Aisne",393,51291
2006,"Aisonville-et-Bernoville",2,"Aisne",259,2450
2007,"Aizelles",2,"Aisne",120,2218
2008,"Aizy-Jouy",2,"Aisne",303,2120
2009,"Alaincourt",2,"Aisne",527,2066
2010,"Allemant",2,"Aisne",169,2198
2011,"Ambleny",2,"Aisne",1181,2267
2012,"Ambrief",2,"Aisne",78,-1
2013,"Amifontaine",2,"Aisne",387,2299
2014,"Amigny-Rouy",2,"Aisne",716,2716
2015,"Ancienville",2,"Aisne",76,2192
2016,"Andelain",2,"Aisne",212,2716
2017,"Anguilcourt-le-Sart",2,"Aisne",295,2027
2018,"Anizy-le-Grand",2,"Aisne",2549,2198
2019,"Annois",2,"Aisne",355,60278
2020,"Any-Martin-Rieux",2,"Aisne",455,2425
2021,"Archon",2,"Aisne",79,-1
2022,"Arcy-Sainte-Restitue",2,"Aisne",399,2179
2023,"Armentières-sur-Ourcq",2,"Aisne",99,-1
2024,"Arrancy",2,"Aisne",47,2218
2025,"Artemps",2,"Aisne",365,2066
2027,"Assis-sur-Serre",2,"Aisne",206,2027
2028,"Athies-sous-Laon",2,"Aisne",2601,2218
2029,"Attilly",2,"Aisne",348,2303
2030,"Aubencheul-aux-Bois",2,"Aisne",248,2500
2031,"Aubenton",2,"Aisne",660,2425
2032,"Aubigny-aux-Kaisnes",2,"Aisne",247,60278
2033,"Aubigny-en-Laonnois",2,"Aisne",101,2218
2034,"Audignicourt",2,"Aisne",116,2093
2035,"Audigny",2,"Aisne",281,2450
2036,"Augy",2,"Aisne",70,2120
2037,"Aulnois-sous-Laon",2,"Aisne",1369,2027
2038,"Les Autels",2,"Aisne",62,8366
2039,"Autremencourt",2,"Aisne",175,2827
2040,"Autreppes",2,"Aisne",176,2469
2041,"Autreville",2,"Aisne",805,2001
2042,"Azy-sur-Marne",2,"Aisne",375,2221
2043,"Bagneux",2,"Aisne",63,2198
2044,"Bancigny",2,"Aisne",25,2136
2046,"Barenton-Bugny",2,"Aisne",557,2027
2047,"Barenton-Cel",2,"Aisne",108,2027
2048,"Barenton-sur-Serre",2,"Aisne",130,2827
2049,"Barisis-aux-Bois",2,"Aisne",739,2716
2050,"Barzy-en-Thiérache",2,"Aisne",319,2548
2051,"Barzy-sur-Marne",2,"Aisne",392,2389
2052,"Bassoles-Aulers",2,"Aisne",129,-1
2053,"Vallées en Champagne",2,"Aisne",581,-1
2054,"Bazoches-et-Saint-Thibaut",2,"Aisne",524,2179
2055,"Beaumé",2,"Aisne",86,2425
2056,"Beaumont-en-Beine",2,"Aisne",176,60278
2057,"Beaurevoir",2,"Aisne",1368,2500
2058,"Beaurieux",2,"Aisne",832,2171
2059,"Beautor",2,"Aisne",2672,2716
2060,"Beauvois-en-Vermandois",2,"Aisne",252,-1
2061,"Becquigny",2,"Aisne",258,59382
2062,"Belleau",2,"Aisne",134,2221
2063,"Bellenglise",2,"Aisne",380,2303
2064,"Belleu",2,"Aisne",3693,2198
2065,"Bellicourt",2,"Aisne",574,2500
2066,"Benay",2,"Aisne",191,2066
2067,"Bergues-sur-Sambre",2,"Aisne",208,2548
2068,"Berlancourt",2,"Aisne",83,2827
2069,"Berlise",2,"Aisne",105,-1
2070,"Bernot",2,"Aisne",438,2450
2071,"Berny-Rivière",2,"Aisne",641,60167
2072,"Berrieux",2,"Aisne",180,2218
2073,"Berry-au-Bac",2,"Aisne",703,2171
2074,"Bertaucourt-Epourdon",2,"Aisne",587,2716
2075,"Berthenicourt",2,"Aisne",193,2066
2076,"Bertricourt",2,"Aisne",149,2299
2078,"Besmé",2,"Aisne",167,2093
2079,"Besmont",2,"Aisne",142,2425
2080,"Besny-et-Loizy",2,"Aisne",322,2561
2081,"Béthancourt-en-Vaux",2,"Aisne",428,2001
2082,"Beugneux",2,"Aisne",113,-1
2083,"Beuvardes",2,"Aisne",746,2389
2084,"Bézu-le-Guéry",2,"Aisne",252,2221
2085,"Bézu-Saint-Germain",2,"Aisne",991,2389
2086,"Bichancourt",2,"Aisne",996,2001
2087,"Bieuxy",2,"Aisne",34,2198
2088,"Bièvres",2,"Aisne",84,2561
2089,"Billy-sur-Aisne",2,"Aisne",1151,2198
2090,"Billy-sur-Ourcq",2,"Aisne",199,2192
2091,"Blanzy-lès-Fismes",2,"Aisne",92,2120
2093,"Blérancourt",2,"Aisne",1261,2093
2094,"Blesmes",2,"Aisne",471,2389
2095,"Bohain-en-Vermandois",2,"Aisne",5721,59382
2096,"Bois-lès-Pargny",2,"Aisne",191,2827
2097,"Boncourt",2,"Aisne",265,2097
2098,"Bonneil",2,"Aisne",377,2221
2099,"Bonnesvalyn",2,"Aisne",211,-1
2100,"Bony",2,"Aisne",139,-1
2101,"Bosmont-sur-Serre",2,"Aisne",178,2136
2102,"Bouconville-Vauclair",2,"Aisne",186,2171
2103,"Boué",2,"Aisne",1324,2548
2104,"Bouffignereux",2,"Aisne",96,2171
2105,"Bouresches",2,"Aisne",190,2221
2106,"Bourg-et-Comin",2,"Aisne",810,2120
2107,"Bourguignon-sous-Coucy",2,"Aisne",104,2093
2108,"Bourguignon-sous-Montbavin",2,"Aisne",152,2561
2109,"La Bouteille",2,"Aisne",472,2833
2110,"Braine",2,"Aisne",2237,2120
2111,"Brancourt-en-Laonnois",2,"Aisne",718,-1
2112,"Brancourt-le-Grand",2,"Aisne",556,2500
2114,"Brasles",2,"Aisne",1635,2389
2115,"Braye-en-Laonnois",2,"Aisne",183,2561
2116,"Braye-en-Thiérache",2,"Aisne",138,2136
2117,"Bray-Saint-Christophe",2,"Aisne",67,60278
2118,"Braye",2,"Aisne",130,2198
2119,"Brécy",2,"Aisne",319,2389
2120,"Brenelle",2,"Aisne",195,2120
2121,"Breny",2,"Aisne",228,2192
2122,"Brie",2,"Aisne",55,2716
2123,"Brissay-Choigny",2,"Aisne",298,2066
2124,"Brissy-Hamégicourt",2,"Aisne",653,2066
2125,"Brumetz",2,"Aisne",181,-1
2126,"Brunehamel",2,"Aisne",453,8366
2127,"Bruyères-sur-Fère",2,"Aisne",191,-1
2128,"Bruyères-et-Montbérault",2,"Aisne",1432,2561
2129,"Bruys",2,"Aisne",19,2179
2130,"Bucilly",2,"Aisne",200,2425
2131,"Bucy-le-Long",2,"Aisne",1882,2198
2132,"Bucy-lès-Cerny",2,"Aisne",189,-1
2133,"Bucy-lès-Pierrepont",2,"Aisne",401,2097
2134,"Buire",2,"Aisne",849,2833
2135,"Buironfosse",2,"Aisne",1136,2469
2136,"Burelles",2,"Aisne",124,2136
2137,"Bussiares",2,"Aisne",141,2221
2138,"Buzancy",2,"Aisne",192,2267
2139,"Caillouël-Crépigny",2,"Aisne",453,2001
2140,"Camelin",2,"Aisne",447,2093
2141,"La Capelle",2,"Aisne",1769,2833
2142,"Castres",2,"Aisne",249,2066
2143,"Le Catelet",2,"Aisne",185,2500
2144,"Caulaincourt",2,"Aisne",142,-1
2145,"Caumont",2,"Aisne",546,2001
2146,"Celles-lès-Condé",2,"Aisne",99,2389
2148,"Celles-sur-Aisne",2,"Aisne",255,2120
2149,"Cerizy",2,"Aisne",59,2066
2150,"Cerny-en-Laonnois",2,"Aisne",62,2561
2151,"Cerny-lès-Bucy",2,"Aisne",115,2561
2152,"Cerseuil",2,"Aisne",87,2120
2153,"Cessières-Suzy",2,"Aisne",785,2561
2154,"Chacrise",2,"Aisne",367,-1
2155,"Chaillevois",2,"Aisne",187,2561
2156,"Chalandry",2,"Aisne",250,2027
2157,"Chambry",2,"Aisne",832,2218
2158,"Chamouille",2,"Aisne",270,2561
2159,"Champs",2,"Aisne",304,2001
2160,"Chaourse",2,"Aisne",512,2097
2162,"La Chapelle-sur-Chézy",2,"Aisne",298,2505
2163,"Charly-sur-Marne",2,"Aisne",2581,2221
2164,"Le Charmel",2,"Aisne",326,2389
2165,"Charmes",2,"Aisne",1624,2716
2166,"Chartèves",2,"Aisne",358,2389
2167,"Chassemy",2,"Aisne",886,2120
2168,"Château-Thierry",2,"Aisne",15204,2221
2169,"Châtillon-lès-Sons",2,"Aisne",84,2827
2170,"Châtillon-sur-Oise",2,"Aisne",124,2066
2171,"Chaudardes",2,"Aisne",90,2171
2172,"Chaudun",2,"Aisne",251,2267
2173,"Chauny",2,"Aisne",11496,2001
2174,"Chavignon",2,"Aisne",841,2561
